City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
595,Saint-Joseph,RE,77.0,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
599,Meadow Lake,US,73.0,few clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
600,Urucui,BR,82.96,overcast clouds,-7.2294,-44.5561,Hotel Premium Piauí
602,Cap Malheureux,MU,78.01,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
603,Artemisa,CU,73.4,overcast clouds,22.814,-82.7561,Renta De Habitaciones Los Crespo
605,Kaohsiung,TW,78.01,few clouds,22.6163,120.3133,Kindness Hotel
606,Kavaratti,IN,83.03,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
607,Tual,ID,83.57,moderate rain,-5.6667,132.75,Grand Vilia Hotel
609,Roura,GF,79.0,light rain,4.7263,-52.3274,Amazonie Découverte SARL
610,Itarantim,BR,87.44,overcast clouds,-15.6597,-40.0656,Pousada Buterfly
615,Sunrise Manor,US,82.0,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
618,Paraiso,CR,82.4,scattered clouds,9.8383,-83.8656,Rinconcito Verde
623,Marau,BR,76.77,broken clouds,-28.4492,-52.2,Hotel Pousada Tordilho Negro
624,Puerto Colombia,CO,89.6,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
626,Jacmel,HT,84.2,scattered clouds,18.2342,-72.5347,Hotel Florita
627,Honiara,SB,77.27,light rain,-9.4333,159.95,Heritage Park Hotel
629,Karratha,AU,80.85,clear sky,-20.7377,116.8463,ibis Styles Karratha
630,Tahta,EG,68.0,clear sky,26.7693,31.5021,El Salam Hotel
632,Ambon,ID,77.0,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
633,Soure,BR,82.27,few clouds,-0.7167,-48.5233,Casarão
634,Mayumba,GA,80.46,overcast clouds,-3.432,10.6554,LIKWALE LODGE
635,Chilca,PE,75.0,clear sky,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
636,Nungua,GH,84.2,mist,5.6011,-0.0771,"Palma Hotel, Spintex"
638,Selma,US,80.01,clear sky,36.5708,-119.6121,Holiday Inn Selma-Swancourt
639,Palembang,ID,75.4,light rain,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
641,Nuevo Progreso,MX,73.0,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
645,Bunia,CD,67.21,overcast clouds,1.5667,30.25,Gold Star International Hotel
646,Vacaria,BR,75.0,overcast clouds,-28.5122,-50.9339,Pampa Hotel - Vacaria/RS
655,Chicama,PE,71.6,scattered clouds,-7.8447,-79.1469,Chicama Me Gusta
656,Doha,QA,84.99,clear sky,25.2867,51.5333,Doha Marriott Hotel
657,Bushehr,IR,86.0,clear sky,28.9684,50.8385,Yas Hotel
660,Moranbah,AU,64.4,few clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
662,Manjeshwar,IN,80.6,few clouds,12.7194,74.8861,Baithul Hidaya
663,Ormara,PK,83.89,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
665,Tabuk,PH,71.17,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
666,Sukumo,JP,61.74,broken clouds,32.9333,132.7333,Sukumojo
667,Iganga,UG,66.27,moderate rain,0.6092,33.4686,Hilltop Hotel
669,Puerto El Triunfo,SV,98.6,clear sky,13.2833,-88.55,Hotel Jardin
671,Juba,SS,80.82,broken clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
672,Carutapera,BR,83.59,broken clouds,-1.195,-46.02,Lidera
673,Canutama,BR,84.79,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
675,Mahanoro,MG,74.1,overcast clouds,-19.9,48.8,BUNGALOW MAHAMANINA
676,Dori,BF,87.93,clear sky,14.0354,-0.0345,Hôtel Liptako
678,Keti Bandar,PK,82.49,clear sky,24.1447,67.4497,Haji laloo memon house
680,Meulaboh,ID,76.44,overcast clouds,4.1363,96.1285,Kost Pria
681,Port Blair,IN,77.0,overcast clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
684,The Valley,AI,82.4,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
685,Bahia Honda,CU,72.34,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
687,Almonte,ES,68.0,clear sky,37.2647,-6.5167,Viajes Halcon
690,Vila Do Maio,CV,82.4,clear sky,15.1333,-23.2167,Residence 'I Delfini'
692,Sompeta,IN,80.62,overcast clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
694,Lompoc,US,64.99,broken clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
695,Zamora,EC,84.2,moderate rain,-4.0692,-78.9567,Cabañas Ecológicas Copalinga
696,Atambua,ID,72.93,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
